"","date","location","maxtemp","sunshine","precipitation","cloudcover"
"307952",1990-04-24,"De Kooy",14.5,11.7,0,2
"307962",1990-04-25,"De Kooy",16.7,12.1,0,1
"307972",1990-04-26,"De Kooy",12.8,0,62,6
"307982",1990-04-27,"De Kooy",10,7.8,6,5
"307992",1990-04-28,"De Kooy",11.6,9.4,-1,5
"308002",1990-04-29,"De Kooy",15.3,5.4,0,5
"308012",1990-04-30,"De Kooy",16.4,12.7,0,1
"308022",1990-05-01,"De Kooy",15.8,13.1,0,1
"308032",1990-05-02,"De Kooy",20,13.3,0,0
"308042",1990-05-03,"De Kooy",22.3,13.8,0,1
"308052",1990-05-04,"De Kooy",23.6,13.6,0,1
"308062",1990-05-05,"De Kooy",23.2,13.7,0,1
"308072",1990-05-06,"De Kooy",26.5,12,0,2
"308082",1990-05-07,"De Kooy",17,2.7,0,4
"308092",1990-05-08,"De Kooy",17.1,13.1,0,1
"308102",1990-05-09,"De Kooy",17.5,4.7,34,6
"308112",1990-05-10,"De Kooy",15.1,3.4,31,6
"308122",1990-05-11,"De Kooy",13.2,5.6,34,7
"308132",1990-05-12,"De Kooy",12.7,0.4,162,8
"308142",1990-05-13,"De Kooy",12.9,1.4,28,7
"308152",1990-05-14,"De Kooy",13.5,8.2,-1,5
"308162",1990-05-15,"De Kooy",19.3,7.4,-1,5
"308172",1990-05-16,"De Kooy",15.7,11.1,0,3
"308182",1990-05-17,"De Kooy",14.4,8.6,0,5
"308192",1990-05-18,"De Kooy",12.6,1,0,7
"308202",1990-05-19,"De Kooy",14.2,7.5,0,5
"308212",1990-05-20,"De Kooy",19.2,14,0,2
"308222",1990-05-21,"De Kooy",16.1,14.1,0,4
"308232",1990-05-22,"De Kooy",14.7,13.1,0,3
"308242",1990-05-23,"De Kooy",15.1,13.1,0,3
"308252",1990-05-24,"De Kooy",16,12.2,0,4
"308262",1990-05-25,"De Kooy",13.6,11,4,4
"308272",1990-05-26,"De Kooy",13.6,10.9,0,3
"308282",1990-05-27,"De Kooy",14.8,12.6,0,3
"308292",1990-05-28,"De Kooy",13.8,9.8,0,4
"308302",1990-05-29,"De Kooy",16.7,13.5,0,2
"308312",1990-05-30,"De Kooy",20.4,6.5,-1,5
"308322",1990-05-31,"De Kooy",18.5,6.3,0,4
"308332",1990-06-01,"De Kooy",24.9,5.4,1,6
"308342",1990-06-02,"De Kooy",15.7,5.6,46,7
"308352",1990-06-03,"De Kooy",15.5,0.8,109,7
"308362",1990-06-04,"De Kooy",15.2,6.1,84,7
"308372",1990-06-05,"De Kooy",18,8.4,0,5
"308382",1990-06-06,"De Kooy",18.5,2.8,4,7
"308392",1990-06-07,"De Kooy",16.3,5.6,17,6
"308402",1990-06-08,"De Kooy",16.9,11,7,4
"308412",1990-06-09,"De Kooy",17.4,6.7,37,7
"308422",1990-06-10,"De Kooy",14.5,-0.1,-1,8
"308432",1990-06-11,"De Kooy",13.8,0,-1,8
"308442",1990-06-12,"De Kooy",15.6,2.3,2,8
"308452",1990-06-13,"De Kooy",15.6,3.4,3,7
"308462",1990-06-14,"De Kooy",14.7,1.1,-1,7
"308472",1990-06-15,"De Kooy",14.3,1.6,0,6
"308482",1990-06-16,"De Kooy",16.6,11.9,0,5
"308492",1990-06-17,"De Kooy",18.2,11.3,0,3
"308502",1990-06-18,"De Kooy",20.1,7.4,2,5
"308512",1990-06-19,"De Kooy",18.5,2.3,24,7
"308522",1990-06-20,"De Kooy",19.3,1,3,7
"308532",1990-06-21,"De Kooy",18.3,7.2,39,7
"308542",1990-06-22,"De Kooy",16.2,3,38,7
"308552",1990-06-23,"De Kooy",17.6,10.3,-1,5
"308562",1990-06-24,"De Kooy",18.9,11.3,17,4
"308572",1990-06-25,"De Kooy",18.2,0.1,3,7
"308582",1990-06-26,"De Kooy",20.6,9.8,-1,6
"308592",1990-06-27,"De Kooy",23.2,7.4,27,7
"308602",1990-06-28,"De Kooy",17.2,8.8,0,4
"308612",1990-06-29,"De Kooy",20.1,4.8,5,6
"308622",1990-06-30,"De Kooy",24.4,6,42,4
"308632",1990-07-01,"De Kooy",18,6.2,79,6
"308642",1990-07-02,"De Kooy",16.2,9.1,-1,5
"308652",1990-07-03,"De Kooy",17.1,13.5,0,2
"308662",1990-07-04,"De Kooy",18.5,5,15,7
"308672",1990-07-05,"De Kooy",17.1,5.1,38,7
"308682",1990-07-06,"De Kooy",15.8,7.8,-1,6
"308692",1990-07-07,"De Kooy",16.3,0,38,8
"308702",1990-07-08,"De Kooy",18.9,0.9,-1,6
"308712",1990-07-09,"De Kooy",18,6,16,6
"308722",1990-07-10,"De Kooy",17,8,30,6
"308732",1990-07-11,"De Kooy",19.1,14.1,0,2
"308742",1990-07-12,"De Kooy",20.1,13.3,0,3
"308752",1990-07-13,"De Kooy",18,11.4,0,3
"308762",1990-07-14,"De Kooy",18.1,11.1,0,3
"308772",1990-07-15,"De Kooy",22.7,13.7,0,3
"308782",1990-07-16,"De Kooy",20.7,3.5,0,6
"308792",1990-07-17,"De Kooy",17.4,5.2,0,7
"308802",1990-07-18,"De Kooy",17,3.6,0,6
"308812",1990-07-19,"De Kooy",21,14.1,0,1
"308822",1990-07-20,"De Kooy",23,13.4,0,1
"308832",1990-07-21,"De Kooy",19.5,6,0,4
"308842",1990-07-22,"De Kooy",18.4,8.1,0,5
"308852",1990-07-23,"De Kooy",18.6,6.2,-1,6
"308862",1990-07-24,"De Kooy",16.6,0.5,-1,7
"308872",1990-07-25,"De Kooy",17.7,0.7,-1,8
"308882",1990-07-26,"De Kooy",20.7,8.6,0,3
"308892",1990-07-27,"De Kooy",25.8,9.5,0,4
"308902",1990-07-28,"De Kooy",23.3,5.4,-1,6
"308912",1990-07-29,"De Kooy",22.2,10.4,4,4
"308922",1990-07-30,"De Kooy",25.4,11.9,0,4
"308932",1990-07-31,"De Kooy",24.5,12.1,0,2
"308942",1990-08-01,"De Kooy",23.9,9.8,0,4
"308952",1990-08-02,"De Kooy",24.9,13.6,0,1
"308962",1990-08-03,"De Kooy",32.8,13.7,0,0
"308972",1990-08-04,"De Kooy",33.8,11,0,3
"308982",1990-08-05,"De Kooy",20.9,7.6,0,6
"308992",1990-08-06,"De Kooy",18.8,9.1,95,6
"309002",1990-08-07,"De Kooy",19.5,9.6,20,4
"309012",1990-08-08,"De Kooy",19.4,2.9,3,7
"309022",1990-08-09,"De Kooy",22,3.4,-1,6
"309032",1990-08-10,"De Kooy",21.2,9.2,1,5
"309042",1990-08-11,"De Kooy",22.3,9.1,0,6
"309052",1990-08-12,"De Kooy",23.7,5.9,-1,6
"309062",1990-08-13,"De Kooy",23.8,12.3,0,2
"309072",1990-08-14,"De Kooy",22.1,10.5,0,4
"309082",1990-08-15,"De Kooy",22.4,3.4,8,7
"309092",1990-08-16,"De Kooy",20,10.8,82,6
"309102",1990-08-17,"De Kooy",18.5,4,11,6
"309112",1990-08-18,"De Kooy",18.5,4.4,85,5
"309122",1990-08-19,"De Kooy",18.9,3.8,123,7
"309132",1990-08-20,"De Kooy",18.1,6.5,34,6
"309142",1990-08-21,"De Kooy",18.4,2.3,-1,6
"309152",1990-08-22,"De Kooy",20.8,5.1,0,5
"309162",1990-08-23,"De Kooy",19.8,2.6,0,5
"309172",1990-08-24,"De Kooy",22.7,10.3,0,3
"309182",1990-08-25,"De Kooy",22,9.5,0,3
"309192",1990-08-26,"De Kooy",21.7,10.4,0,2
"309202",1990-08-27,"De Kooy",23.1,11,0,4
"309212",1990-08-28,"De Kooy",23.9,9.8,0,3
"309222",1990-08-29,"De Kooy",28.3,10.8,0,1
"309232",1990-08-30,"De Kooy",20.7,5.2,21,6
"309242",1990-08-31,"De Kooy",19.6,1.9,0,6
"309252",1990-09-01,"De Kooy",19.5,-0.1,-1,7
"309262",1990-09-02,"De Kooy",19,0.1,23,8
"309272",1990-09-03,"De Kooy",20.7,6,10,6
"309282",1990-09-04,"De Kooy",18.5,8.9,12,5
"309292",1990-09-05,"De Kooy",18.5,9.1,4,6
"309302",1990-09-06,"De Kooy",17.7,3,90,7
"309312",1990-09-07,"De Kooy",17.3,4.2,135,6
"309322",1990-09-08,"De Kooy",17.3,3.2,18,6
"309332",1990-09-09,"De Kooy",17.5,6,-1,6
"309342",1990-09-10,"De Kooy",16.5,0,50,7
"309352",1990-09-11,"De Kooy",18.4,7.4,0,4
"309362",1990-09-12,"De Kooy",17.9,6.6,4,5
"309372",1990-09-13,"De Kooy",17.8,4.7,-1,5
"309382",1990-09-14,"De Kooy",18.4,6.6,0,3
"309392",1990-09-15,"De Kooy",15.7,1.4,-1,7
"309402",1990-09-16,"De Kooy",17.2,4.3,-1,6
"309412",1990-09-17,"De Kooy",16.4,0,46,6
"309422",1990-09-18,"De Kooy",17.1,1.1,15,6
"309432",1990-09-19,"De Kooy",17,3.7,96,6
"309442",1990-09-20,"De Kooy",13.9,0.6,45,7
"309452",1990-09-21,"De Kooy",14.8,4,46,7
"309462",1990-09-22,"De Kooy",14.3,1.4,3,6
"309472",1990-09-23,"De Kooy",14.3,0.1,384,7
"309482",1990-09-24,"De Kooy",14.1,4.8,169,6
"309492",1990-09-25,"De Kooy",16.2,7.2,10,5
"309502",1990-09-26,"De Kooy",14.6,5.6,6,5
"309512",1990-09-27,"De Kooy",14,2.1,2,6
"309522",1990-09-28,"De Kooy",16.4,4,0,5
"309532",1990-09-29,"De Kooy",17.6,2,8,7
"309542",1990-09-30,"De Kooy",17.2,-0.1,142,8
"309552",1990-10-01,"De Kooy",16.6,5.1,0,6
"309562",1990-10-02,"De Kooy",17.4,2.4,0,6
"309572",1990-10-03,"De Kooy",21.2,4.9,59,7
"309582",1990-10-04,"De Kooy",14.5,7.3,1,5
"309592",1990-10-05,"De Kooy",16.5,0,76,7
"309602",1990-10-06,"De Kooy",17.4,2.8,-1,7
"309612",1990-10-07,"De Kooy",13.7,3.8,16,6
"309622",1990-10-08,"De Kooy",13.2,2.9,2,6
"309632",1990-10-09,"De Kooy",14.5,1.8,0,7
"309642",1990-10-10,"De Kooy",16.3,1.3,0,7
"309652",1990-10-11,"De Kooy",16.3,3.2,0,6
"309662",1990-10-12,"De Kooy",19.9,8.7,0,1
"309672",1990-10-13,"De Kooy",22.3,6.8,0,3
"309682",1990-10-14,"De Kooy",20.5,4.5,-1,5
"309692",1990-10-15,"De Kooy",21.1,1.5,0,5
"309702",1990-10-16,"De Kooy",18.4,7.9,-1,4
"309712",1990-10-17,"De Kooy",14.2,0,44,6
"309722",1990-10-18,"De Kooy",16.6,0.1,10,8
"309732",1990-10-19,"De Kooy",15.2,0,-1,6
"309742",1990-10-20,"De Kooy",13.9,0,0,5
"309752",1990-10-21,"De Kooy",12.2,9.1,0,2
"309762",1990-10-22,"De Kooy",11.2,9.2,0,1
"309772",1990-10-23,"De Kooy",11.4,9.1,0,1
"309782",1990-10-24,"De Kooy",14.3,8.8,0,1
"309792",1990-10-25,"De Kooy",14.3,0.7,3,6
"309802",1990-10-26,"De Kooy",13.3,2.5,38,5
"309812",1990-10-27,"De Kooy",11.2,0.7,95,5
"309822",1990-10-28,"De Kooy",12.1,0,126,7
"309832",1990-10-29,"De Kooy",10.8,5.1,94,7
"309842",1990-10-30,"De Kooy",12.4,4.4,171,6
"309852",1990-10-31,"De Kooy",11.5,2.7,91,6
"309862",1990-11-01,"De Kooy",12.2,5.9,-1,5
"309872",1990-11-02,"De Kooy",11.5,2.4,24,6
"309882",1990-11-03,"De Kooy",10.7,2.1,19,5
"309892",1990-11-04,"De Kooy",10.8,2.9,50,5
"309902",1990-11-05,"De Kooy",8.8,1.5,2,3
"309912",1990-11-06,"De Kooy",10.5,0.8,6,6
"309922",1990-11-07,"De Kooy",10.5,0,-1,7
"309932",1990-11-08,"De Kooy",9.8,0,0,6
"309942",1990-11-09,"De Kooy",7.1,5.8,0,2
"309952",1990-11-10,"De Kooy",10.9,0,7,7
"309962",1990-11-11,"De Kooy",12.9,1.7,83,7
"309972",1990-11-12,"De Kooy",10.5,0,0,6
"309982",1990-11-13,"De Kooy",12.6,0,13,7
"309992",1990-11-14,"De Kooy",12.2,0.8,80,7
"310002",1990-11-15,"De Kooy",12.5,2.6,6,6
"310012",1990-11-16,"De Kooy",13.5,0,10,8
"310022",1990-11-17,"De Kooy",13.1,0,137,7
"310032",1990-11-18,"De Kooy",10.5,1.5,16,5
"310042",1990-11-19,"De Kooy",9.2,2.9,8,4
"310052",1990-11-20,"De Kooy",8.5,0.9,148,6
"310062",1990-11-21,"De Kooy",8.7,3.8,4,5
"310072",1990-11-22,"De Kooy",6.6,4.8,-1,3
"310082",1990-11-23,"De Kooy",2.6,0,0,8
"310092",1990-11-24,"De Kooy",5.3,0,20,7
"310102",1990-11-25,"De Kooy",5.8,0,20,6
"310112",1990-11-26,"De Kooy",4.8,0,128,8
"310122",1990-11-27,"De Kooy",6.5,0.3,1,6
"310132",1990-11-28,"De Kooy",6.8,5.4,0,4
"310142",1990-11-29,"De Kooy",9.4,0.3,24,7
"310152",1990-11-30,"De Kooy",7.7,1.3,-1,4
"310162",1990-12-01,"De Kooy",8.5,0.5,3,7
"310172",1990-12-02,"De Kooy",8.5,0,1,8
"310182",1990-12-03,"De Kooy",9.7,1.4,1,6
"310192",1990-12-04,"De Kooy",8.7,1.5,29,5
"310202",1990-12-05,"De Kooy",7.8,1.3,6,5
"310212",1990-12-06,"De Kooy",8.4,2.9,0,5
"310222",1990-12-07,"De Kooy",8.6,2.6,-1,5
"310232",1990-12-08,"De Kooy",2.7,0,-1,7
"310242",1990-12-09,"De Kooy",2.4,0,0,7
"310252",1990-12-10,"De Kooy",5,0,0,8
"310262",1990-12-11,"De Kooy",7.2,0,40,8
"310272",1990-12-12,"De Kooy",8.1,0.5,53,6
"310282",1990-12-13,"De Kooy",6.8,0.3,3,6
"310292",1990-12-14,"De Kooy",5.9,1.8,1,6
"310302",1990-12-15,"De Kooy",7.3,0,5,7
"310312",1990-12-16,"De Kooy",4.1,1.1,0,5
"310322",1990-12-17,"De Kooy",3,-0.1,0,5
"310332",1990-12-18,"De Kooy",0.5,0,-1,8
"310342",1990-12-19,"De Kooy",5.5,0,14,7
"310352",1990-12-20,"De Kooy",8,0,59,7
"310362",1990-12-21,"De Kooy",7.4,0.9,-1,6
"310372",1990-12-22,"De Kooy",9.3,0,-1,8
"310382",1990-12-23,"De Kooy",8.2,0,0,8
"310392",1990-12-24,"De Kooy",7.5,0,-1,8
"310402",1990-12-25,"De Kooy",6.8,0,34,7
"310412",1990-12-26,"De Kooy",8.7,0,130,6
"310422",1990-12-27,"De Kooy",8.1,0.9,4,5
"310432",1990-12-28,"De Kooy",8.8,0,54,6
"310442",1990-12-29,"De Kooy",8.8,0,97,7
"310452",1990-12-30,"De Kooy",7.4,6,0,3
"310462",1990-12-31,"De Kooy",7.1,1.7,9,6
"310472",1991-01-01,"De Kooy",7.3,5.9,54,5
"310482",1991-01-02,"De Kooy",10.4,0,85,8
"310492",1991-01-03,"De Kooy",8.3,0.7,18,5
"310502",1991-01-04,"De Kooy",7.3,5.5,0,4
"310512",1991-01-05,"De Kooy",7.7,0.4,39,5
"310522",1991-01-06,"De Kooy",7.3,0,19,7
"310532",1991-01-07,"De Kooy",8,4,56,5
"310542",1991-01-08,"De Kooy",10.2,2.4,33,6
"310552",1991-01-09,"De Kooy",10,1,35,6
"310562",1991-01-10,"De Kooy",10.4,0.4,4,6
"310572",1991-01-11,"De Kooy",7.4,0.1,97,5
"310582",1991-01-12,"De Kooy",6.8,3.2,-1,4
"310592",1991-01-13,"De Kooy",6.4,5.5,-1,2
"310602",1991-01-14,"De Kooy",3.4,1.6,0,3
"310612",1991-01-15,"De Kooy",1.9,7.7,0,0
"310622",1991-01-16,"De Kooy",0.7,7.2,0,0
"310632",1991-01-17,"De Kooy",3.3,7.2,0,0
"310642",1991-01-18,"De Kooy",4.1,6.9,0,0
"310652",1991-01-19,"De Kooy",5.8,1.8,39,4
"310662",1991-01-20,"De Kooy",6.9,0,9,6
"310672",1991-01-21,"De Kooy",7.3,3.1,1,5
"310682",1991-01-22,"De Kooy",4.4,0,0,8
"310692",1991-01-23,"De Kooy",2,0,0,8
"310702",1991-01-24,"De Kooy",4.5,0.7,0,5
"310712",1991-01-25,"De Kooy",4.3,0,0,7
"310722",1991-01-26,"De Kooy",4.1,0,0,8
"310732",1991-01-27,"De Kooy",5.6,0,-1,7
"310742",1991-01-28,"De Kooy",4,6,0,5
"310752",1991-01-29,"De Kooy",-0.6,0,0,8
"310762",1991-01-30,"De Kooy",1.9,0,0,8
"310772",1991-01-31,"De Kooy",0.9,6.4,0,2
"310782",1991-02-01,"De Kooy",-1.8,0,0,4
"310792",1991-02-02,"De Kooy",-1.2,6.9,0,2
"310802",1991-02-03,"De Kooy",-3.6,7.1,0,1
"310812",1991-02-04,"De Kooy",-0.5,7.4,0,1
"310822",1991-02-05,"De Kooy",1.1,5.8,-1,4
"310832",1991-02-06,"De Kooy",-1.8,6.3,0,2
"310842",1991-02-07,"De Kooy",-3.6,0.3,-1,6
"310852",1991-02-08,"De Kooy",-3.4,3.1,4,5
"310862",1991-02-09,"De Kooy",-3.8,1.7,0,3
"310872",1991-02-10,"De Kooy",-4.3,0,0,5
"310882",1991-02-11,"De Kooy",-2.9,0,117,7
"310892",1991-02-12,"De Kooy",2,4.1,7,6
"310902",1991-02-13,"De Kooy",1.8,3,7,6
"310912",1991-02-14,"De Kooy",2.3,1.1,20,4
"310922",1991-02-15,"De Kooy",3.2,0,107,7
"310932",1991-02-16,"De Kooy",3.2,3.8,-1,5
"310942",1991-02-17,"De Kooy",3,1.5,0,5
"310952",1991-02-18,"De Kooy",3.4,0,0,8
"310962",1991-02-19,"De Kooy",4.3,7,0,4
"310972",1991-02-20,"De Kooy",3.9,0.6,-1,7
"310982",1991-02-21,"De Kooy",7.4,0,1,8
"310992",1991-02-22,"De Kooy",7.3,5.9,24,4
"311002",1991-02-23,"De Kooy",7.8,0,25,7
"311012",1991-02-24,"De Kooy",10.6,3.5,15,6
"311022",1991-02-25,"De Kooy",9.3,8.8,-1,3
"311032",1991-02-26,"De Kooy",6.4,1.8,0,6
"311042",1991-02-27,"De Kooy",4.7,2.7,0,6
"311052",1991-02-28,"De Kooy",0.9,0,31,8
"311062",1991-03-01,"De Kooy",5,0,1,8
"311072",1991-03-02,"De Kooy",4.3,0,39,8
"311082",1991-03-03,"De Kooy",7.3,5.9,3,5
"311092",1991-03-04,"De Kooy",9.7,3.8,0,6
"311102",1991-03-05,"De Kooy",10.2,0,47,8
"311112",1991-03-06,"De Kooy",13.1,1.4,4,6
"311122",1991-03-07,"De Kooy",16,1.5,-1,5
"311132",1991-03-08,"De Kooy",11.8,0,-1,7
"311142",1991-03-09,"De Kooy",10.5,0,9,8
"311152",1991-03-10,"De Kooy",13.5,5.9,4,6
"311162",1991-03-11,"De Kooy",12,0.9,-1,7
"311172",1991-03-12,"De Kooy",12.5,0,0,7
"311182",1991-03-13,"De Kooy",16.7,8.8,0,4
"311192",1991-03-14,"De Kooy",13.8,6.2,2,5
"311202",1991-03-15,"De Kooy",10.4,2,0,7
"311212",1991-03-16,"De Kooy",14.8,0.7,-1,6
"311222",1991-03-17,"De Kooy",11.7,0.2,5,6
"311232",1991-03-18,"De Kooy",14.7,4.7,3,5
"311242",1991-03-19,"De Kooy",9.8,0,79,7
"311252",1991-03-20,"De Kooy",11.9,4.8,59,7
"311262",1991-03-21,"De Kooy",10,1.6,0,6
"311272",1991-03-22,"De Kooy",8.5,4.9,-1,5
"311282",1991-03-23,"De Kooy",8.2,9.2,0,2
"311292",1991-03-24,"De Kooy",8.8,4.8,-1,3
"311302",1991-03-25,"De Kooy",9.4,10.2,0,3
"311312",1991-03-26,"De Kooy",9.9,3.6,0,5
"311322",1991-03-27,"De Kooy",10.4,11.4,0,2
"311332",1991-03-28,"De Kooy",9.5,0.4,0,6
"311342",1991-03-29,"De Kooy",9.9,11.3,0,1
"311352",1991-03-30,"De Kooy",9,7.6,-1,6
"311362",1991-03-31,"De Kooy",8.7,0.8,-1,6
"311372",1991-04-01,"De Kooy",9.1,0,56,8
"311382",1991-04-02,"De Kooy",9.9,0,27,8
"311392",1991-04-03,"De Kooy",10,9.5,6,4
"311402",1991-04-04,"De Kooy",12.9,7,18,5
"311412",1991-04-05,"De Kooy",10.2,3.5,-1,6
"311422",1991-04-06,"De Kooy",10.8,9.3,8,5
"311432",1991-04-07,"De Kooy",11,6.9,14,5
"311442",1991-04-08,"De Kooy",10.5,6.7,6,5
"311452",1991-04-09,"De Kooy",12.7,10.4,0,4
"311462",1991-04-10,"De Kooy",15.8,7,0,6
"311472",1991-04-11,"De Kooy",21.2,8.5,0,3
"311482",1991-04-12,"De Kooy",21.3,12.2,0,1
"311492",1991-04-13,"De Kooy",17.5,10.4,7,4
"311502",1991-04-14,"De Kooy",12.1,6.2,0,4
"311512",1991-04-15,"De Kooy",14.7,10.8,0,1
"311522",1991-04-16,"De Kooy",8.6,3.3,4,6
"311532",1991-04-17,"De Kooy",8.4,3.4,13,6
"311542",1991-04-18,"De Kooy",7.1,0.5,62,6
"311552",1991-04-19,"De Kooy",6.9,9,24,6
"311562",1991-04-20,"De Kooy",6.9,12.8,1,3
"311572",1991-04-21,"De Kooy",8.2,6.3,57,6
"311582",1991-04-22,"De Kooy",8.4,8.3,57,5
"311592",1991-04-23,"De Kooy",9.5,6.1,6,4
"311602",1991-04-24,"De Kooy",11.1,10.4,0,2
"311612",1991-04-25,"De Kooy",12.7,12,0,0
"311622",1991-04-26,"De Kooy",12.3,11.9,0,1
"311632",1991-04-27,"De Kooy",9.6,9.6,0,4
"311642",1991-04-28,"De Kooy",9.7,6.4,1,5
"311652",1991-04-29,"De Kooy",10.5,3.1,-1,6
"311662",1991-04-30,"De Kooy",10.6,1.5,0,6
"311672",1991-05-01,"De Kooy",9.4,0,-1,8
"311682",1991-05-02,"De Kooy",9.6,1.5,2,7
"311692",1991-05-03,"De Kooy",9.5,7.8,10,5
"311702",1991-05-04,"De Kooy",9.8,7.1,33,7
"311712",1991-05-05,"De Kooy",8.6,0,145,7
"311722",1991-05-06,"De Kooy",9.3,0,32,8
"311732",1991-05-07,"De Kooy",12,1.7,21,8
"311742",1991-05-08,"De Kooy",11.9,14.1,0,3
"311752",1991-05-09,"De Kooy",11.6,11.7,0,3
"311762",1991-05-10,"De Kooy",13.5,11.2,0,2
"311772",1991-05-11,"De Kooy",12.5,6.2,-1,5
"311782",1991-05-12,"De Kooy",12.7,10.8,0,4
"311792",1991-05-13,"De Kooy",13.5,0,50,8
"311802",1991-05-14,"De Kooy",11.4,9.8,-1,6
"311812",1991-05-15,"De Kooy",9.9,0.4,70,6
"311822",1991-05-16,"De Kooy",10.9,5.1,10,6
"311832",1991-05-17,"De Kooy",11,5.3,8,6
"311842",1991-05-18,"De Kooy",11.4,6.3,0,7
"311852",1991-05-19,"De Kooy",12.9,0.3,0,7
"311862",1991-05-20,"De Kooy",14.7,11,-1,6
"311872",1991-05-21,"De Kooy",15,1.1,0,7
"311882",1991-05-22,"De Kooy",13.1,12,0,3
"311892",1991-05-23,"De Kooy",12.3,12.6,0,3
"311902",1991-05-24,"De Kooy",11.9,10.8,0,4
"311912",1991-05-25,"De Kooy",12.5,5.5,-1,7
"311922",1991-05-26,"De Kooy",11.8,0.3,-1,8
"311932",1991-05-27,"De Kooy",12.3,0.6,8,8
"311942",1991-05-28,"De Kooy",11.2,0,-1,8
"311952",1991-05-29,"De Kooy",12.4,0,0,7
"311962",1991-05-30,"De Kooy",14.5,7.1,0,6
"311972",1991-05-31,"De Kooy",11,-0.1,-1,8
"311982",1991-06-01,"De Kooy",12.7,7.6,0,5
"311992",1991-06-02,"De Kooy",11.6,3.6,21,6
"312002",1991-06-03,"De Kooy",10.4,2.2,125,7
"312012",1991-06-04,"De Kooy",11.5,5.3,39,6
"312022",1991-06-05,"De Kooy",14.5,12.7,1,4
"312032",1991-06-06,"De Kooy",15.7,1.4,-1,7
"312042",1991-06-07,"De Kooy",16.1,1,-1,7
"312052",1991-06-08,"De Kooy",13.1,1.1,0,7
"312062",1991-06-09,"De Kooy",16.3,8.1,14,5
"312072",1991-06-10,"De Kooy",15.1,0.7,5,7
"312082",1991-06-11,"De Kooy",14.1,3.9,-1,7
"312092",1991-06-12,"De Kooy",14.7,3.7,149,7
"312102",1991-06-13,"De Kooy",15.3,6.7,8,6
"312112",1991-06-14,"De Kooy",15.2,4.8,4,6
"312122",1991-06-15,"De Kooy",13.7,0,21,8
"312132",1991-06-16,"De Kooy",13.9,3,19,6
"312142",1991-06-17,"De Kooy",15.7,6.2,-1,4
"312152",1991-06-18,"De Kooy",15.1,6.8,-1,6
"312162",1991-06-19,"De Kooy",14.1,1.9,12,7
"312172",1991-06-20,"De Kooy",14.5,3.8,83,5
"312182",1991-06-21,"De Kooy",20.3,7.7,109,5
"312192",1991-06-22,"De Kooy",17.1,9.6,-1,5
"312202",1991-06-23,"De Kooy",16.3,5.5,213,7
"312212",1991-06-24,"De Kooy",16.1,5.6,19,6
"312222",1991-06-25,"De Kooy",15.5,0,84,8
"312232",1991-06-26,"De Kooy",16.7,6.5,50,6
"312242",1991-06-27,"De Kooy",15.2,2,-1,7
"312252",1991-06-28,"De Kooy",15.2,2.7,-1,6
"312262",1991-06-29,"De Kooy",16.2,3.9,-1,6
"312272",1991-06-30,"De Kooy",15.2,-0.1,12,8
"312282",1991-07-01,"De Kooy",18.2,3.3,1,7
"312292",1991-07-02,"De Kooy",20.6,5.8,48,6
"312302",1991-07-03,"De Kooy",26.7,13.9,0,2
"312312",1991-07-04,"De Kooy",24.9,13.7,0,2
"312322",1991-07-05,"De Kooy",26.3,13.5,0,2
"312332",1991-07-06,"De Kooy",28.2,11.2,0,2
"312342",1991-07-07,"De Kooy",26.2,13.3,-1,3
"312352",1991-07-08,"De Kooy",22.1,4.7,145,7
"312362",1991-07-09,"De Kooy",18.3,3.3,-1,6
"312372",1991-07-10,"De Kooy",23.2,8,0,5
"312382",1991-07-11,"De Kooy",31.7,14.2,127,3
"312392",1991-07-12,"De Kooy",18.6,10.7,1,5
"312402",1991-07-13,"De Kooy",18.8,4.3,-1,7
"312412",1991-07-14,"De Kooy",18.5,12.4,0,4
"312422",1991-07-15,"De Kooy",17.7,0.4,2,8
"312432",1991-07-16,"De Kooy",18.1,5.4,2,6
"312442",1991-07-17,"De Kooy",17.6,14.2,0,3
"312452",1991-07-18,"De Kooy",16.5,0,39,7
"312462",1991-07-19,"De Kooy",18.1,0.3,-1,7
"312472",1991-07-20,"De Kooy",17.9,1.7,0,7
"312482",1991-07-21,"De Kooy",18.5,12.7,0,3
"312492",1991-07-22,"De Kooy",19.5,12.2,0,4
"312502",1991-07-23,"De Kooy",25.1,5.3,0,6
"312512",1991-07-24,"De Kooy",19.9,4.8,19,6
"312522",1991-07-25,"De Kooy",19.5,6.3,27,5
"312532",1991-07-26,"De Kooy",19.5,13.1,0,4
"312542",1991-07-27,"De Kooy",20.3,7.2,0,4
"312552",1991-07-28,"De Kooy",25.1,13.7,0,1
"312562",1991-07-29,"De Kooy",27.2,14.4,0,1
"312572",1991-07-30,"De Kooy",27.5,14,0,1
"312582",1991-07-31,"De Kooy",21.7,3.6,13,5
"312592",1991-08-01,"De Kooy",22.1,10.4,0,4
"312602",1991-08-02,"De Kooy",22.1,12.4,0,3
"312612",1991-08-03,"De Kooy",21.7,12,0,4
"312622",1991-08-04,"De Kooy",22.7,10.3,0,4
"312632",1991-08-05,"De Kooy",21.7,3.1,-1,7
"312642",1991-08-06,"De Kooy",24.1,2.7,-1,7
"312652",1991-08-07,"De Kooy",20,1.6,0,7
"312662",1991-08-08,"De Kooy",20.1,5.7,-1,5
